plate,mjd,fiberid,snMedian,psfmag_g,psfmag_r,gmr
5210,56003,148,23.51401,18.51281,18.3275,0.1853142
6005,56090,364,22.50916,18.59491,18.47719,0.1177158
6275,56245,386,20.36654,18.46302,18.0958,0.3672161
6276,56269,632,24.3814,18.69679,18.36369,0.3331032
6518,56567,780,20.18011,18.96239,18.63287,0.3295212
6519,56566,690,23.20494,18.73555,18.40434,0.3312111
6526,56543,582,20.86646,18.99412,18.65833,0.3357868
6780,56267,200,23.90717,18.62577,18.58924,0.03652382
6780,56267,934,26.94514,18.61029,18.53456,0.07573128
7096,56683,546,24.15009,18.40354,18.16544,0.2381001
7096,56683,644,23.08764,18.7732,18.5089,0.2643051
7097,56667,686,21.55825,18.68243,18.39847,0.2839642
2647,54495,263,22.26984,18.30156,18.29027,0.01128387
3112,54802,70,30.8338,18.7832,18.41228,0.3709183
3112,54802,213,32.13856,18.32938,18.32315,0.006229401
3112,54802,302,28.92073,18.81289,18.53271,0.2801819
3112,54802,512,35.27156,18.39489,18.08483,0.3100624
3114,54773,219,42.02896,18.70149,18.31998,0.3815117
3114,54773,496,39.22424,18.9133,18.5494,0.3638992
3115,54793,420,25.817,18.87289,18.61057,0.2623158
3684,55246,118,44.37315,16.96205,18.30772,-1.345669
3975,55321,358,20.5708,18.91125,18.85538,0.05587578
3975,55321,530,30.77205,18.3187,18.04706,0.271637
4731,55656,812,22.77656,18.4351,18.25455,0.1805477
6822,56711,319,20.23033,19.06356,18.78369,0.2798691
6822,56711,510,25.83208,18.79789,18.45079,0.3470936
7255,56597,2,24.10894,18.49665,18.14649,0.3501568
7256,56658,233,20.06047,18.63458,18.73434,-0.09976768
7256,56658,279,21.49038,18.85728,18.4749,0.3823795
7620,56904,306,20.26616,18.11217,18.28168,-0.1695099
471,51924,436,21.21154,18.5239,18.3125,0.2113953
1724,53859,68,20.87395,18.43417,18.12492,0.3092442
1726,53137,151,20.60883,18.56073,18.2149,0.345829
2270,53714,448,21.283,18.62276,18.31694,0.3058224
2273,53709,27,21.97269,18.95058,18.83174,0.1188469
2599,54234,229,23.08461,18.31261,18.04926,0.2633476
3321,54924,524,23.04206,18.75094,18.41819,0.3327541
3321,54924,581,26.5102,18.59204,18.25805,0.3339901
3324,54943,257,20.80914,18.33645,18.05713,0.2793274
3324,54943,601,25.40416,18.36346,18.00607,0.3573837
3327,54951,139,21.81373,18.56397,18.56586,-0.00189209
3329,54970,167,20.6391,18.70541,18.4608,0.2446136
3329,54970,195,23.56194,18.54249,18.25923,0.2832661
4078,55358,908,43.33929,18.58929,18.29718,0.2921066
4079,55363,564,21.79006,19.21693,18.85816,0.3587646
4376,55863,208,26.44129,18.69423,18.32219,0.3720474
4858,55686,137,20.25953,18.75355,18.38649,0.3670521
5162,55893,656,21.13805,18.21832,18.05377,0.1645565
5163,55889,588,20.26245,18.59732,18.40335,0.1939621
5453,56001,624,26.15982,18.42797,18.13788,0.2900906
5457,55976,798,21.39051,18.51639,18.31496,0.2014294
5458,56011,272,22.28573,18.31709,18.02837,0.2887192
6395,56354,901,20.08311,18.45176,18.20131,0.2504463
7056,56577,446,21.21737,18.49472,18.13993,0.3547935
7057,56593,154,23.58793,18.57609,18.37895,0.1971474
429,51820,120,23.82137,18.87042,18.69779,0.172636
431,51877,233,21.67265,17.94965,18.05322,-0.1035671
736,52221,88,26.80219,18.40702,18.08768,0.3193417
737,52518,544,21.14812,18.35408,18.07491,0.2791615
1023,52818,545,36.66188,18.49092,18.14529,0.3456345
1915,53612,216,23.88359,18.41294,18.11133,0.3016071
3467,54999,542,21.11062,18.69368,18.70009,-0.006414413
4079,55363,859,22.43789,19.11682,18.88627,0.2305412
4081,55365,948,25.16425,18.84223,18.49706,0.3451729
5164,56067,928,20.91304,18.00241,18.02235,-0.01994705
5166,56065,298,21.03644,18.57853,18.25441,0.3241215
7627,56933,542,21.88681,18.61766,18.94066,-0.3230019
1023,52818,610,35.88214,18.71996,18.47364,0.2463169
1296,52962,597,21.32687,18.26308,18.09038,0.1727009
1917,53557,467,31.93472,18.17545,18.02884,0.1466103
2641,54230,215,20.77161,18.96177,18.56978,0.3919849
3466,54998,508,21.73401,18.79358,18.40477,0.388813
3467,54999,564,24.52279,18.62527,18.23594,0.3893337
3480,54999,104,28.83633,18.37726,18.10557,0.271698
3480,54999,536,29.58005,18.13645,18.08651,0.04994583
4208,55476,142,29.6681,18.56788,18.25555,0.3123264
4208,55476,394,23.83494,18.50459,18.21862,0.2859688
4210,55444,254,29.48001,18.52622,18.24857,0.2776489
4210,55444,702,23.3081,18.71285,18.31623,0.3966217
4455,55539,612,20.76475,18.63266,18.31583,0.3168259
5435,55982,632,24.90656,18.69949,18.36467,0.3348141
5868,56045,316,20.53179,18.63713,18.56576,0.07137108
7112,56666,872,29.04888,18.89213,18.55457,0.3375511
7400,57134,124,23.75686,18.12661,18.25403,-0.1274204
641,52176,490,24.5345,18.29366,18.21262,0.08104134
1899,53262,290,22.48358,18.64129,18.36426,0.2770329
1903,53357,383,28.73268,18.50242,18.16071,0.341711
3105,54825,198,24.99914,18.8615,18.47414,0.3873577
3106,54738,281,27.95469,18.68962,18.513,0.1766262
3109,54833,508,30.35022,18.44187,18.42952,0.01235199
3680,55210,50,21.9113,18.6085,18.26681,0.3416843
4007,55327,930,25.09027,18.09462,18.39307,-0.2984486
4310,55508,908,21.26015,18.79819,18.51093,0.2872543
5328,55982,984,20.59386,18.57821,18.2741,0.3041134
6032,56067,734,22.01501,18.4297,18.20888,0.2208214
6582,56274,540,24.72693,18.64228,18.27585,0.3664265
7826,56931,987,24.87064,18.32089,18.22357,0.09732246
355,51788,42,23.64606,18.30456,18.09708,0.2074718
355,51788,578,21.46513,18.3152,18.00766,0.3075466
358,51818,12,26.37073,18.99164,18.65911,0.3325272
675,52590,511,21.99014,19.03031,18.70706,0.3232536
1658,53240,60,24.7473,18.21701,18.14482,0.0721817
1962,53321,329,20.15154,18.9178,18.54644,0.3713608
1962,53321,632,22.49639,18.63951,18.30224,0.3372746
1963,54331,533,24.4314,18.66738,18.41615,0.2512341
1963,54331,623,23.467,18.70616,18.55429,0.151865
2694,54199,440,20.42223,18.52343,18.67715,-0.1537189
3237,54883,256,21.68911,18.58237,18.30519,0.2771816
3237,54883,599,24.9479,18.5576,18.29675,0.2608414
3238,54885,22,22.09614,18.57909,18.36138,0.2177181
3238,54885,200,23.6124,18.49105,18.20879,0.2822571
3239,54888,281,20.4488,18.55417,18.22623,0.3279457
3239,54888,321,23.02803,18.58166,18.2478,0.3338547
3240,54883,128,25.14413,18.48146,18.20047,0.2809925
3240,54883,144,25.0898,18.45642,18.18018,0.2762394
3242,54889,338,23.46063,18.54714,18.24135,0.3057899
3822,55544,908,22.15007,18.29468,18.13207,0.1626072
3827,55565,550,24.52068,18.50733,18.29581,0.2115173
4837,55707,672,22.57316,18.37353,18.12571,0.2478199
5904,56046,570,23.09891,17.53206,18.03387,-0.5018082
6147,56239,46,26.978,18.19833,18.00909,0.1892395
6424,56272,640,26.26933,18.65958,18.40646,0.2531242
6426,56334,450,22.28881,18.80388,18.44779,0.3560848
7099,56666,822,26.10129,18.58928,18.42143,0.1678486
7103,56661,84,22.17484,18.67541,18.33153,0.3438778
7675,57327,572,21.48542,18.86473,18.59534,0.2693901
7677,57363,94,24.88864,18.6741,18.46077,0.2133312
8207,57431,884,21.48979,18.55782,18.23882,0.3189964
581,52356,508,22.37252,18.23629,18.14599,0.09029961
951,52398,584,24.41091,18.44135,18.04683,0.3945141
1936,53330,545,20.32772,18.46016,18.14097,0.3191872
2185,53532,178,21.64034,19.12056,18.88952,0.2310371
2185,53532,504,28.15862,18.79671,18.55096,0.2457542
3772,55277,706,27.43417,18.49494,18.32079,0.1741505
4030,55634,172,23.36734,18.52378,18.14592,0.3778591
4032,55333,966,22.68085,18.50132,18.33607,0.1652451
4543,55888,634,20.59398,19.25093,18.94947,0.3014565
5361,55973,986,28.97405,18.30222,18.03706,0.2651577
5362,56017,240,27.18089,18.61978,18.29147,0.3283062
5776,56010,882,20.56003,18.3969,18.35206,0.04483795
5777,56280,900,23.5029,18.57911,18.24822,0.3308907
5778,56328,808,22.94209,18.94403,18.58462,0.3594074
6642,56396,671,21.34455,18.75639,18.4794,0.276989
6645,56398,48,20.34152,18.8341,18.49768,0.3364201
6645,56398,504,20.56593,18.63414,18.32144,0.3127003
308,51662,475,20.28853,18.34189,18.19005,0.1518383
312,51689,519,21.08682,18.8061,18.443,0.3631001
650,52143,46,20.18611,18.67747,18.33038,0.3470917
655,52162,221,28.20354,18.29942,18.10542,0.1939945
2186,54327,579,25.68067,18.8166,18.58883,0.2277699
2187,54270,543,29.85075,18.4827,18.56337,-0.08067322
2190,54386,103,21.70424,18.61666,18.51509,0.1015644
2191,54621,437,20.76817,18.71914,18.36195,0.3571873
2192,54232,266,30.23899,18.23069,18.27463,-0.0439415
2548,54152,345,21.64776,18.95303,18.60555,0.3474712
2549,54523,546,30.95964,18.47215,18.11377,0.3583736
2930,54589,157,22.50534,19.27552,18.94089,0.334631
2931,54590,496,33.22816,18.18232,18.43437,-0.2520523
2933,54617,73,29.6362,18.69177,18.33797,0.3537979
2934,54626,428,35.29606,18.44439,18.15776,0.2866287
3665,55247,238,21.61418,19.17698,18.81484,0.3621311
3666,55185,332,20.84894,18.93433,18.64661,0.2877254
3667,55566,254,21.87175,18.35983,18.27178,0.08804893
3840,55574,892,25.85956,18.68653,18.37223,0.3142986
4188,55684,718,23.44302,18.36458,18.03961,0.3249683
4457,55858,734,20.0306,18.6473,18.43919,0.2081051
5042,55856,552,33.60375,18.44409,18.10742,0.3366661
5042,55856,596,31.8373,18.70591,18.31499,0.3909264
5042,55856,787,27.37853,18.76271,18.56384,0.1988716
5043,56187,278,26.76069,18.46766,18.14518,0.3224812
5044,56186,766,21.94245,18.79078,18.45161,0.3391705
5346,55955,934,21.26502,18.5254,18.1581,0.3672981
5768,56017,432,23.86857,18.66464,18.31817,0.3464622
6015,56096,934,20.87777,18.68582,18.48792,0.1979046
6283,56239,558,22.87374,17.6495,18.20476,-0.5552521
6514,56487,317,24.56661,19.03822,18.6777,0.3605251
6816,56444,422,20.16474,18.4964,18.49358,0.002820969
6816,56444,456,21.08432,18.69463,18.3568,0.3378239
7672,57339,193,23.13788,18.50315,18.46749,0.0356636
348,51671,4,21.04218,18.36235,18.20066,0.1616936
348,51671,554,20.04426,18.29567,18.15527,0.1403999
349,51699,469,33.96692,18.92897,18.58704,0.3419304
2046,53327,574,21.0412,18.2694,18.0289,0.2404976
2049,53350,578,20.5467,18.39457,18.04901,0.3455601
2762,54533,383,21.37619,18.55261,18.20388,0.348732
2769,54527,348,23.35757,18.20497,18.00381,0.2011623
3173,54849,567,20.48065,18.71723,18.361,0.3562355
3175,54828,119,21.60626,18.70885,18.45686,0.2519855
3176,54832,439,26.58845,18.49817,18.24705,0.2511253
3176,54832,458,20.45622,18.62259,18.84045,-0.2178593
3178,54848,123,20.5335,18.83331,18.44211,0.3912067
4292,55532,458,26.604,18.90037,18.54117,0.3591995
4531,55563,894,22.93969,18.78523,18.47933,0.3059006
5289,55893,677,21.26152,18.87018,18.79068,0.07950401
5290,55862,216,24.16573,18.93642,18.56934,0.3670807
6198,56211,140,22.70708,18.30668,18.09962,0.2070656
7148,56591,990,21.18127,18.80111,18.4333,0.3678074
406,51876,586,22.51203,18.50764,18.48757,0.02007484
2213,53792,359,27.25137,17.83558,18.17472,-0.3391457
2508,53875,462,26.53188,19.22198,18.9209,0.301075
2510,53877,24,21.8841,18.47178,18.12681,0.3449764
2819,54617,206,23.68731,18.02076,18.14944,-0.1286793
2820,54599,153,21.7549,18.59635,18.33216,0.264185
2821,54393,292,31.05595,18.99424,18.94189,0.05234909
2821,54393,406,50.24485,18.37113,18.42692,-0.05579185
2824,54452,194,23.42269,18.90329,18.5658,0.3374825
2825,54439,169,28.59923,18.42109,18.06537,0.3557205
2825,54439,272,23.05774,18.71111,18.32263,0.3884773
3251,54882,177,22.91526,18.73232,18.41157,0.3207474
3251,54882,326,27.99052,18.26653,18.02544,0.2410946
3251,54882,400,21.00631,18.8009,18.79775,0.003149033
3251,54882,419,25.14979,18.46077,18.09427,0.3664989
3254,54889,303,23.11781,18.36765,18.07336,0.2942982
3255,54885,199,20.25412,18.6689,18.44082,0.2280788
3257,54888,303,21.72052,18.58044,18.29244,0.2880001
3257,54888,342,21.65446,18.74039,18.45882,0.2815704
3258,54884,204,23.06029,18.53598,18.2076,0.3283768
3258,54884,426,25.63495,18.34825,18.06781,0.2804451
3794,55241,998,22.46834,18.79049,18.54106,0.2494354
4847,55931,442,21.94891,18.38029,18.10968,0.270607
5193,56066,970,23.53703,18.35354,18.03771,0.3158264
5485,56063,448,23.74597,18.5365,18.19431,0.3421879
6294,56482,675,23.26607,18.69125,18.30443,0.386816
6298,56208,112,22.14741,18.30067,18.00306,0.2976055
6593,56270,540,25.85813,18.93635,18.58498,0.3513699
6594,56272,326,20.5246,18.41324,18.10918,0.3040543
6596,56331,192,21.80174,18.63417,18.30043,0.3337364
7324,56935,164,23.06729,18.58608,18.18989,0.3961945
7609,56959,604,24.344,18.46511,18.34075,0.1243629
7610,56980,738,24.78395,19.2927,18.92488,0.3678169
7611,56946,231,24.4926,18.49774,18.24879,0.2489471
8178,57428,700,20.47865,18.52592,18.46041,0.06550217
335,52000,606,21.07224,18.52733,18.39387,0.1334534
633,52079,630,24.35798,18.21194,18.00094,0.2109966
639,52146,631,20.08812,18.15079,18.18699,-0.03619957
1703,53799,141,22.49591,18.37757,18.18988,0.1876869
2217,53794,333,20.02131,18.34849,18.09051,0.2579842
2217,53794,376,26.07935,18.0594,18.03315,0.02625465
2223,53793,613,22.26894,18.40231,18.03982,0.3624859
3149,54806,344,27.71732,18.93174,18.57096,0.3607826
3149,54806,448,27.52836,18.87569,18.55283,0.3228645
3150,54806,156,22.29995,18.69008,18.42683,0.2632465
3150,54806,596,20.68472,18.84293,18.65735,0.1855755
3151,54804,257,30.86119,18.54604,18.17807,0.3679733
3151,54804,500,21.72276,19.0801,18.76188,0.3182278
3152,54801,143,32.17828,18.53577,18.43183,0.1039391
3152,54801,498,27.00581,18.8788,18.58796,0.2908382
3154,54821,21,24.06847,18.33784,18.5073,-0.1694565
3154,54821,498,20.78611,18.99335,18.94429,0.04905891
3961,55654,384,22.28534,18.55796,18.27148,0.2864799
4875,55677,788,21.64065,18.47165,18.14807,0.323576
5188,55803,940,22.73373,18.21026,18.02503,0.1852245
5192,56066,460,20.86741,18.38083,18.05153,0.3293056
5440,55983,56,22.14132,18.62574,18.40812,0.2176228
6412,56358,720,21.87477,17.7037,18.2475,-0.5437965
7047,56572,62,24.39134,18.66101,18.33429,0.3267231
7047,56572,668,22.57261,18.73257,18.34866,0.3839035
8185,57431,610,20.31937,18.82044,18.54519,0.2752495
459,51924,144,25.5708,18.61843,18.30086,0.3175678
666,52149,225,25.82499,18.32945,18.24521,0.08423996
960,52425,340,24.05685,18.49064,18.22505,0.2655945
960,52425,510,24.9746,18.97825,18.61943,0.3588142
1883,53271,48,24.47278,18.03684,18.48556,-0.4487171
1883,53271,133,23.61966,18.38114,18.19547,0.1856709
1883,53271,469,22.34483,18.62655,18.54189,0.0846653
2828,54438,42,30.86446,18.14193,18.09853,0.04340172
2829,54623,374,21.76305,18.90757,18.78639,0.1211758
3230,54860,577,21.53141,19.05642,18.69867,0.3577576
3232,54882,220,24.5026,18.58728,18.46734,0.1199455
3233,54891,145,24.33191,18.2854,18.55913,-0.2737312
3233,54891,597,26.79569,18.56978,18.19879,0.3709946
3234,54885,55,21.93629,18.71087,18.43227,0.2785969
3234,54885,61,21.57249,18.59232,18.50858,0.08374214
3234,54885,101,23.23715,18.52298,18.62781,-0.1048355
3235,54880,203,20.00331,18.81166,18.48027,0.3313885
3235,54880,238,23.21159,18.57841,18.30087,0.2775383
3235,54880,446,25.57011,18.66007,18.28859,0.3714828
3235,54880,518,28.20008,18.53479,18.18643,0.3483601
3236,54892,596,20.30961,18.9538,18.57653,0.3772697
4075,55352,216,26.23242,18.34318,18.77247,-0.4292927
4400,55509,594,22.71073,18.58521,18.24618,0.3390369
4637,55616,276,28.33241,18.26482,18.02201,0.2428131
6519,56566,548,24.79832,18.40753,18.03617,0.3713589
6780,56267,795,36.57138,18.70864,18.44115,0.2674904
7096,56683,112,20.31924,18.95355,18.72743,0.2261219
275,51910,413,20.42178,18.4287,18.15163,0.277071
689,52262,469,25.13248,18.32794,18.19002,0.1379147
2349,53734,56,20.9933,18.2195,18.01041,0.209095
3112,54802,417,28.31432,18.90947,18.64268,0.2667866
3114,54773,100,37.89959,18.66739,18.32165,0.3457394
3114,54773,516,52.07179,18.5065,18.17887,0.3276272
3115,54793,241,31.88445,18.16054,18.30997,-0.1494293
3116,54792,433,40.41377,18.59802,18.3389,0.259119
3121,54749,298,32.40807,19.04575,18.94503,0.1007175
3121,54749,384,57.74438,18.42199,18.33106,0.09092903
3684,55246,690,28.29426,18.29278,18.2118,0.0809803
4231,55444,500,20.96494,19.01999,18.72048,0.2995129
4234,55478,972,23.29364,18.7603,18.4663,0.2940025
4478,55600,468,25.81073,18.52108,18.21019,0.3108864
4726,55712,592,20.11876,18.7928,18.52162,0.2711754
4731,55656,20,23.38405,18.39541,18.05867,0.3367386
5326,56002,790,22.81813,18.37983,18.27227,0.1075516
5716,56684,79,20.02795,19.01007,18.65083,0.3592453
5718,56693,272,20.05663,18.67746,18.93576,-0.2583046
6037,56104,134,31.08043,19.07396,18.93315,0.14081
6828,56430,72,20.36654,18.77069,18.45456,0.3161297
7620,56904,364,21.22297,18.61592,18.26459,0.3513279
751,52251,193,21.30596,18.30385,18.03354,0.2703133
2270,53714,391,21.6163,19.17993,18.78443,0.3954945
2270,53714,589,21.05451,19.04889,18.65226,0.3966293
2274,53726,506,22.17761,18.76607,18.38524,0.3808289
3326,54943,262,23.38215,18.45367,18.17613,0.277544
3326,54943,358,23.66187,18.47567,18.09297,0.3827
3327,54951,265,22.09633,18.65683,18.34019,0.3166351
3327,54951,302,21.577,18.75302,18.3635,0.3895187
3328,54964,199,25.75261,18.48329,18.18203,0.3012562
3328,54964,377,24.00035,18.57122,18.25888,0.3123398
3850,55575,624,23.15347,18.6742,18.33488,0.3393288
4080,55471,616,23.92098,18.69181,18.34519,0.3466206
4372,55541,390,25.78474,18.59341,18.2614,0.3320084
4373,55811,590,20.6081,18.85637,18.45712,0.3992443
4648,55673,714,22.01748,18.50439,18.19312,0.3112774
4860,55691,930,22.92952,18.47157,18.16121,0.3103504
4861,55710,333,24.38214,18.82568,18.52236,0.3033218
4862,55685,444,20.00419,18.0204,18.51743,-0.4970379
5163,55889,774,23.75939,18.46787,18.12128,0.34659
5165,56063,239,20.42791,18.72319,18.40354,0.3196507
5455,56009,240,25.70959,18.19291,18.15051,0.04240227
6050,56089,854,21.05552,19.23919,18.9736,0.2655811
6669,56413,772,21.85957,18.45156,18.10228,0.3492794
7623,56901,723,23.85458,18.57148,18.33286,0.2386208
1019,52707,519,23.0427,18.22251,18.23826,-0.01575279
1309,52762,622,20.8245,18.44152,18.05545,0.3860703
1651,53442,630,20.37196,18.82785,18.60855,0.2192955
1971,53472,397,20.44343,17.89692,18.05628,-0.1593628
2208,53880,552,23.60468,18.17152,18.17862,-0.007101059
2213,53792,595,27.51062,18.42905,18.08143,0.3476219
2214,53794,212,22.46965,18.73567,18.37301,0.3626614
2214,53794,214,21.06212,18.6871,18.48269,0.2044067
2214,53794,638,24.70498,18.66652,18.294,0.3725224
2819,54617,477,22.41008,18.66343,18.2661,0.3973293
2819,54617,486,21.95704,18.95569,18.57708,0.3786106
2821,54393,3,35.76208,18.52152,18.14175,0.3797646
2821,54393,97,38.77134,18.78394,18.71068,0.07325935
3251,54882,322,20.31425,18.92094,18.54429,0.3766479
3252,54893,156,26.62402,18.39574,18.14626,0.249485
3252,54893,246,21.18251,18.60472,18.62952,-0.02480316
3252,54893,584,20.36013,19.02923,18.72833,0.3008938
3254,54889,437,20.13622,18.55515,18.3095,0.2456455
3254,54889,517,21.91408,18.69517,18.46916,0.2260056
3254,54889,579,23.18648,18.55313,18.22163,0.331501
3255,54885,163,26.71895,18.49666,18.24628,0.2503872
3258,54884,81,21.36994,18.66452,18.32991,0.33461
4041,55361,697,20.44856,18.56181,18.80948,-0.2476673
4042,55626,506,20.57113,18.56227,18.28117,0.2810955
4043,55630,64,22.00031,18.78462,18.46909,0.3155251
5196,55831,244,21.8915,18.003,18.24144,-0.2384396
5196,55831,983,20.05634,18.59531,18.27384,0.3214645
5485,56063,43,24.03622,18.34198,18.00396,0.338026
5988,56072,518,28.90218,18.41703,18.26009,0.1569462
5990,56066,696,24.58394,18.01798,18.01339,0.004592896
6294,56482,640,23.74168,18.56624,18.27036,0.2958755
6596,56331,596,27.80507,18.38197,18.02216,0.3598022
7610,56980,832,39.62868,17.7384,18.00198,-0.2635803
8178,57428,632,23.27735,18.43355,18.06402,0.369524
335,52000,254,21.73765,18.53127,18.21792,0.3133469
1324,53088,451,20.57983,18.08742,18.05767,0.02974319
1705,53848,455,21.10594,18.54581,18.31518,0.230629
3150,54806,230,27.71737,18.38818,18.04704,0.3411484
3150,54806,622,26.36732,18.4874,18.16595,0.3214417
3151,54804,506,21.67569,18.6367,18.43443,0.202261
3151,54804,627,27.40249,18.73082,18.46607,0.2647457
3153,54790,92,28.60514,18.60828,18.28546,0.3228168
3153,54790,406,25.92107,18.65984,18.62231,0.03753281
3692,55186,556,31.81321,18.31922,18.62394,-0.3047161
3695,55212,320,22.67412,18.96074,18.61262,0.3481159
4201,55443,728,20.05971,18.82168,18.64491,0.1767731
5443,56010,66,23.03725,18.4464,18.15616,0.2902412
6119,56181,246,20.74856,18.67519,18.37515,0.3000393
6119,56181,886,24.12802,18.39024,18.07018,0.3200645
6411,56331,478,20.77739,18.41953,18.1004,0.3191319
460,51924,353,21.743,18.62435,18.28364,0.3407078
961,52615,537,21.75897,18.7368,18.48053,0.2562675
1883,53271,371,24.21927,18.61712,18.27205,0.3450718
2241,54169,207,24.0702,18.47914,18.17975,0.2993813
2524,54568,525,28.80833,18.1239,18.01834,0.1055546
2828,54438,143,26.63823,18.0281,18.41484,-0.3867397
2828,54438,334,21.13926,18.9632,18.73934,0.2238617
2829,54623,450,23.52855,18.84636,18.57977,0.2665939
2829,54623,473,23.69197,18.80478,18.71543,0.08935356
2829,54623,503,28.01916,18.78566,18.38597,0.3996944
3230,54860,278,27.54062,18.51087,18.47854,0.03233147
3232,54882,379,22.81577,18.79144,18.43866,0.3527718
3232,54882,457,23.59921,18.84156,18.44447,0.3970909
